,Unnecessary Copy,copyParticleData,computeMinMax,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Run hipNSearch,neighborhood search,constraint projection,XSPH viscosity computation,SimStep
258,0.047,0.3736,0.5039,0.3522,0.2647,0.1826,0.2823,0.7361,0.0002,0.0002,0.0844,0.2869,2.354,2.4048,8.6157,1.1548,12.3896
259,0.0467,0.3718,0.48,0.3394,0.2676,0.2361,0.2778,0.7877,0.0002,0.0002,0.0698,0.2811,2.3468,2.3968,8.7102,1.1457,12.4664
260,0.0459,0.471,0.4939,0.3385,0.2638,0.1818,0.2865,0.7408,0.0003,0.0002,0.0892,0.2842,2.4346,2.4837,8.5988,1.1415,12.428
261,0.0499,0.3481,0.4873,0.3466,0.2625,0.183,0.2772,0.7298,0.0002,0.0001,0.0967,0.2756,2.3068,2.36,8.751,1.1363,12.4547
262,0.0454,0.3463,0.4826,0.3311,0.2536,0.2113,0.2748,0.7428,0.0001,0.0002,0.0769,0.2714,2.2598,2.3085,8.5218,1.1416,12.174
263,0.0457,0.3596,0.468,0.2954,0.2608,0.2006,0.2784,0.7428,0.0001,0.0002,0.0728,0.2783,2.2325,2.2814,8.8196,2.0469,13.3536
264,0.0556,0.284,0.4653,0.3325,0.249,0.1785,0.2718,0.7063,0.0002,0.0002,0.0797,0.2871,2.1739,2.2342,12.4721,1.1501,16.08
265,0.0475,0.3752,0.4956,0.3551,0.2645,0.1843,0.2826,0.74,0.0003,0.0001,0.0875,0.2805,2.353,2.4039,10.4002,1.1452,14.1647
266,0.046,0.3565,0.4943,0.3271,0.2623,0.2287,0.2965,0.8403,0.0002,0.0001,0.093,0.2864,2.414,2.4634,10.8804,1.1184,14.6694
267,0.0449,0.3517,0.478,0.3107,0.2549,0.1595,0.2773,0.6949,0.0002,0.0002,0.0805,0.2771,2.2029,2.251,10.7207,1.1477,14.3221
268,0.0461,0.334,0.4702,0.3044,0.2573,0.1601,0.2784,0.6988,0.0002,0.0001,0.0851,0.2645,2.1648,2.2137,10.7674,1.1482,14.3371
269,0.0451,0.3152,0.486,0.3195,0.2562,0.2089,0.2782,0.7466,0.0002,0.0002,0.0809,0.2776,2.2389,2.2872,12.8422,1.6439,16.9843
270,0.0465,0.3555,0.4908,0.3241,0.2593,0.2318,0.275,0.773,0.0002,0.0002,0.0879,0.2901,2.3443,2.3943,8.545,1.1524,12.2957
271,0.0452,0.3629,0.4984,0.3503,0.263,0.1788,0.2759,0.7256,0.0002,0.0002,0.0843,0.27,2.3139,2.3624,10.8863,1.1454,14.5995
272,0.0505,0.2804,0.4491,0.3368,0.2475,0.1755,0.2698,0.6994,0.0002,0.0001,0.0763,0.2873,2.1457,2.2007,12.3332,1.9224,16.67
273,0.0496,0.3417,0.5013,0.3109,0.2571,0.1638,0.2756,0.7003,0.0002,0.0002,0.0696,0.2803,2.2187,2.2716,10.147,1.8713,14.5111
274,0.047,0.3678,0.479,0.3218,0.2662,0.177,0.2765,0.7244,0.0002,0.0002,0.0932,0.2812,2.281,2.331,9.5733,1.7114,13.8273
275,0.046,0.3708,0.4839,0.3393,0.2648,0.1876,0.2813,0.7444,0.0002,0.0002,0.0671,0.2836,2.3081,2.3575,8.4022,1.8668,12.8312
276,0.0462,0.2815,0.4666,0.3095,0.2479,0.1667,0.2818,0.7012,0.0002,0.0002,0.0735,0.2731,2.1219,2.1713,11.0372,1.717,15.13
277,0.0461,0.3274,0.4941,0.3263,0.2649,0.1805,0.2855,0.7416,0.0003,0.0002,0.0827,0.2824,2.2744,2.3239,11.1412,1.1306,14.801
278,0.049,0.2917,0.4827,0.3205,0.2628,0.1736,0.2705,0.7109,0.0002,0.0002,0.0681,0.2859,2.1763,2.2285,8.4725,1.1248,12.0344
279,0.0456,0.3463,0.4651,0.3381,0.2666,0.1951,0.2901,0.7645,0.0003,0.0001,0.0942,0.2902,2.3163,2.3651,9.9037,1.1542,13.6258
280,0.0561,0.1888,0.4613,0.3371,0.2488,0.1866,0.2707,0.7155,0.0003,0.0001,0.0848,0.2735,2.0837,2.145,12.4151,1.1283,15.914
281,0.0476,0.3845,0.4934,0.3325,0.2642,0.1848,0.2814,0.7386,0.0003,0.0002,0.0834,0.2866,2.3367,2.3876,8.8477,1.1553,12.6069
282,0.0477,0.3668,0.4977,0.3516,0.2643,0.1806,0.2803,0.7329,0.0002,0.0002,0.0672,0.2809,2.3157,2.3667,9.6342,1.2143,13.4265
283,0.0452,0.3671,0.4836,0.3301,0.2612,0.208,0.2759,0.7484,0.0001,0.0002,0.0625,0.3018,2.3116,2.3601,8.6568,1.1244,12.3455
284,0.0455,0.3948,0.4799,0.3399,0.2667,0.1723,0.279,0.7218,0.0002,0.0001,0.067,0.2712,2.2915,2.3401,8.5335,1.1473,12.2283
285,0.0455,0.3488,0.4641,0.3528,0.2645,0.2294,0.2851,0.7863,0.0003,0.0002,0.0863,0.302,2.3577,2.4068,14.0639,1.8616,18.538
286,0.0454,0.3641,0.4669,0.3172,0.259,0.1696,0.2831,0.7198,0.0002,0.0001,0.0641,0.2613,2.2109,2.2595,12.2669,1.763,16.4955
287,0.0452,0.3743,0.4775,0.3238,0.2642,0.1817,0.286,0.74,0.0003,0.0001,0.0831,0.2856,2.3042,2.3526,8.4974,1.1413,12.1972
288,0.0558,0.2757,0.4612,0.3355,0.255,0.2339,0.2742,0.7708,0.0002,0.0002,0.0709,0.2731,2.206,2.2668,12.09,1.138,15.7148
289,0.049,0.453,0.4921,0.3277,0.2616,0.2149,0.2877,0.7721,0.0002,0.0001,0.0728,0.2846,2.4222,2.4746,9.7568,1.1489,13.5828
290,0.0461,0.4843,0.4838,0.3355,0.2627,0.2265,0.2801,0.7775,0.0002,0.0002,0.0749,0.2742,2.4475,2.4968,8.6166,1.2439,12.5656
291,0.0463,0.3692,0.4834,0.3449,0.2698,0.1814,0.2822,0.7405,0.0002,0.0001,0.0796,0.2758,2.3114,2.361,8.4929,1.1401,12.2008
292,0.0456,0.2913,0.4812,0.3391,0.2632,0.1839,0.2785,0.7328,0.0002,0.0001,0.0917,0.2894,2.2406,2.2896,9.5011,1.1512,13.149
293,0.045,0.3764,0.4944,0.3255,0.2612,0.211,0.2794,0.7567,0.0003,0.0002,0.0817,0.2739,2.322,2.3702,8.5725,1.1496,12.298
294,0.0455,0.4237,0.4841,0.3267,0.2605,0.1683,0.2774,0.7091,0.0002,0.0002,0.0664,0.2704,2.2882,2.3366,8.4686,1.1315,12.1388
295,0.0445,0.3905,0.4725,0.3126,0.2589,0.1642,0.2721,0.6981,0.0001,0.0002,0.0612,0.2732,2.2161,2.2632,8.578,1.1503,12.1979
296,0.0459,0.2947,0.4545,0.3245,0.2537,0.1626,0.2725,0.6918,0.0002,0.0001,0.068,0.2834,2.1256,2.1754,12.3863,1.1628,15.9156
297,0.0457,0.3813,0.4931,0.3162,0.2616,0.2115,0.2756,0.7518,0.0002,0.0001,0.0718,0.2872,2.3108,2.3596,9.4252,1.1487,13.1372
298,0.0499,0.4097,0.4695,0.3091,0.259,0.1646,0.276,0.7027,0.0002,0.0002,0.0697,0.2652,2.2338,2.2865,8.5318,1.1501,12.1714
299,0.0449,0.3635,0.4888,0.3183,0.2594,0.2054,0.2798,0.7628,0.0002,0.0002,0.075,0.2846,2.3015,2.3492,8.5668,1.1493,12.2748
300,0.0459,0.3502,0.4699,0.3167,0.2587,0.1627,0.279,0.7034,0.0001,0.0001,0.0649,0.2786,2.1915,2.2402,8.491,1.1393,12.0734
301,0.0452,0.4191,0.4618,0.3076,0.2555,0.17,0.2793,0.7078,0.0002,0.0002,0.0646,0.2742,2.2428,2.2907,8.5466,1.1441,12.1841
302,0.0454,0.3296,0.4763,0.3459,0.2615,0.2331,0.2818,0.7851,0.0002,0.0001,0.0859,0.2648,2.3051,2.3535,8.4306,1.1165,12.1035
303,0.0492,0.3821,0.4788,0.3396,0.2605,0.1776,0.2797,0.7259,0.0003,0.0002,0.0886,0.2786,2.3133,2.366,8.482,1.1423,12.1948
304,0.0547,0.1982,0.4801,0.3326,0.2503,0.1849,0.2718,0.7125,0.0002,0.0002,0.0794,0.2785,2.1001,2.1596,12.5939,1.1444,16.1221
305,0.0457,0.4002,0.4973,0.3331,0.2654,0.1756,0.2809,0.7294,0.0002,0.0002,0.0719,0.2814,2.3328,2.3817,8.5271,1.137,12.2508
306,0.046,0.4265,0.4714,0.3239,0.2612,0.1789,0.28,0.7286,0.0002,0.0001,0.0781,0.2829,2.3292,2.3785,8.432,1.1259,12.1402
307,0.0454,0.2857,0.477,0.3346,0.2398,0.2302,0.2817,0.7598,0.0003,0.0002,0.0905,0.2764,2.2433,2.2919,8.6064,1.1435,12.2493
308,0.0454,0.3528,0.4896,0.3352,0.2618,0.1834,0.2882,0.7425,0.0003,0.0002,0.0909,0.2711,2.3016,2.3502,8.5812,1.1525,12.2885
309,0.0453,0.4958,0.4806,0.3362,0.2625,0.2389,0.2806,0.7903,0.0002,0.0001,0.0866,0.2913,2.4995,2.548,8.566,1.1409,12.4584
310,0.046,0.3545,0.4774,0.3309,0.259,0.2259,0.2815,0.7735,0.0003,0.0002,0.0673,0.2679,2.287,2.3362,8.5802,1.1517,12.2731
311,0.0454,0.4094,0.4785,0.3541,0.2609,0.1936,0.2851,0.7498,0.0003,0.0001,0.0869,0.2628,2.3606,2.4093,8.8781,1.1411,12.6318
312,0.0539,0.2115,0.4437,0.3445,0.2529,0.1854,0.2739,0.7191,0.0002,0.0001,0.0705,0.2874,2.0935,2.1524,10.5015,1.1485,14.0258
313,0.0474,0.3214,0.4882,0.3525,0.268,0.1963,0.2902,0.7658,0.0004,0.0001,0.0866,0.2927,2.3227,2.3736,8.5595,1.1603,12.3058
314,0.0475,0.3651,0.4879,0.3555,0.2658,0.2338,0.2821,0.7926,0.0003,0.0002,0.0916,0.279,2.3881,2.4388,8.4834,1.1338,12.2692
315,0.047,0.2737,0.4814,0.3362,0.2622,0.1915,0.2831,0.7457,0.0002,0.0002,0.0872,0.271,2.2167,2.2676,8.4182,1.1284,12.0223
316,0.0466,0.3411,0.4785,0.3223,0.2575,0.1695,0.2815,0.7115,0.0001,0.0002,0.0731,0.269,2.2043,2.254,8.407,1.124,11.9887
317,0.0448,0.3605,0.4902,0.3318,0.2619,0.1819,0.2854,0.7352,0.0002,0.0002,0.0666,0.2644,2.2651,2.3129,8.4167,1.13,12.0626
318,0.0454,0.4205,0.482,0.3454,0.2643,0.1819,0.2805,0.7338,0.0002,0.0001,0.0647,0.2652,2.3316,2.3801,8.4861,1.1397,12.2105
319,0.045,0.3688,0.4735,0.3129,0.2671,0.1779,0.288,0.7412,0.0003,0.0002,0.0894,0.2888,2.2905,2.3386,8.5216,1.1419,12.2097
320,0.0547,0.2911,0.4705,0.341,0.2563,0.2395,0.2731,0.776,0.0003,0.0002,0.0661,0.2814,2.2477,2.3071,10.6378,1.3334,14.5116
321,0.0466,0.3203,0.498,0.3231,0.2635,0.1778,0.2851,0.7337,0.0002,0.0002,0.0686,0.2909,2.2542,2.3045,8.5397,1.15,12.2062
322,0.0475,0.3656,0.4784,0.3299,0.2654,0.2297,0.2812,0.7851,0.0002,0.0001,0.0732,0.2796,2.3257,2.3766,8.7231,1.122,12.4353
323,0.0483,0.3545,0.4971,0.3659,0.2607,0.1855,0.2791,0.7348,0.0003,0.0001,0.0867,0.2769,2.3347,2.3864,8.4218,1.1279,12.1459
324,0.0458,0.3537,0.4764,0.3404,0.2663,0.1804,0.2807,0.7347,0.0003,0.0001,0.0868,0.272,2.2798,2.3289,8.463,1.1283,12.1246
325,0.0449,0.4157,0.4838,0.341,0.2638,0.1799,0.2813,0.7328,0.0003,0.0002,0.0868,0.2745,2.3501,2.3982,8.5087,1.132,12.2464
326,0.0459,0.3505,0.494,0.3172,0.2644,0.232,0.2805,0.7835,0.0002,0.0001,0.0906,0.2776,2.3322,2.3814,8.3408,1.1146,12.0405
327,0.046,0.415,0.4894,0.35,0.263,0.2258,0.2801,0.7774,0.0002,0.0002,0.0908,0.2826,2.4227,2.4718,8.4226,1.1249,12.2271
328,0.055,0.1799,0.4567,0.3528,0.2504,0.1846,0.2699,0.7113,0.0002,0.0001,0.0685,0.285,2.0724,2.1322,11.8786,1.1197,15.3545
329,0.0452,0.3673,0.494,0.3329,0.2629,0.1798,0.2886,0.7387,0.0003,0.0002,0.0912,0.289,2.3373,2.3859,9.0679,1.1408,12.8024
330,0.045,0.3482,0.4843,0.3195,0.2592,0.1643,0.2777,0.7041,0.0002,0.0002,0.0899,0.2804,2.2391,2.2874,8.4827,1.1396,12.1134
331,0.0454,0.3366,0.4969,0.3259,0.2561,0.1753,0.2804,0.7149,0.0002,0.0001,0.0737,0.27,2.2276,2.2761,8.5556,1.1366,12.1711
332,0.0496,0.3717,0.4827,0.3177,0.2603,0.1631,0.2769,0.7034,0.0002,0.0002,0.063,0.27,2.2349,2.2874,8.5436,1.1423,12.1756
333,0.0459,0.301,0.4672,0.3167,0.2592,0.163,0.2759,0.701,0.0002,0.0002,0.0606,0.2696,2.1239,2.1724,8.415,1.1312,11.9212
334,0.0454,0.2862,0.4692,0.3007,0.2603,0.1632,0.2793,0.7058,0.0002,0.0001,0.0738,0.2752,2.1218,2.1702,8.4855,1.1301,11.9891
335,0.0452,0.3428,0.478,0.3237,0.2562,0.1638,0.2749,0.698,0.0002,0.0002,0.0766,0.2697,2.1993,2.2473,8.4668,1.1285,12.0467
336,0.0461,0.3338,0.4561,0.3168,0.2554,0.1799,0.2741,0.7147,0.0002,0.0001,0.0657,0.2739,2.1725,2.2227,11.4388,1.1066,14.9673
337,0.0456,0.3218,0.4875,0.3067,0.2599,0.1608,0.2816,0.7055,0.0002,0.0001,0.0615,0.2812,2.1745,2.2234,8.6875,1.5396,12.6595
338,0.0459,0.3104,0.487,0.3243,0.2601,0.1664,0.2837,0.7132,0.0002,0.0002,0.0744,0.2708,2.1903,2.2393,8.3703,1.1168,11.9332
339,0.0459,0.3477,0.4575,0.3124,0.2623,0.1676,0.2756,0.7085,0.0001,0.0002,0.0699,0.2692,2.1731,2.2216,8.3707,1.118,11.9143
340,0.0455,0.415,0.4666,0.2977,0.2578,0.1636,0.2788,0.7031,0.0002,0.0002,0.0862,0.2618,2.238,2.2863,8.3828,1.1161,11.9935
341,0.0452,0.4614,0.4762,0.2946,0.259,0.1661,0.2794,0.7076,0.0001,0.0002,0.0618,0.2561,2.2655,2.3134,8.4134,1.103,12.0358
342,0.0456,0.3634,0.4876,0.3188,0.2565,0.1698,0.2839,0.7175,0.0002,0.0002,0.0789,0.2646,2.2524,2.3012,8.3482,1.117,11.9704
343,0.0447,0.4606,0.4799,0.3341,0.2675,0.2259,0.2843,0.7851,0.0003,0.0002,0.0895,0.2748,2.4423,2.4902,8.3128,1.1094,12.1172
344,0.0487,0.2837,0.4382,0.3092,0.25,0.2446,0.2744,0.7792,0.0002,0.0001,0.069,0.2864,2.1834,2.2368,12.0817,1.1234,15.653
345,0.0467,0.3306,0.4943,0.3421,0.2643,0.1826,0.282,0.7379,0.0002,0.0002,0.0779,0.2909,2.2911,2.3411,8.4402,1.1399,12.1297
346,0.0454,0.5079,0.4854,0.3385,0.2656,0.1757,0.2828,0.7319,0.0002,0.0001,0.0864,0.2851,2.4533,2.5021,8.4317,1.1219,12.2609
347,0.0454,0.349,0.4891,0.3621,0.2602,0.182,0.2879,0.737,0.0002,0.0001,0.0876,0.2743,2.3181,2.3668,8.3786,1.1189,12.0702
348,0.0457,0.3456,0.4808,0.3396,0.2646,0.2066,0.2846,0.7626,0.0002,0.0001,0.0893,0.273,2.3103,2.3592,8.3839,1.1125,12.0606
349,0.0458,0.3046,0.4826,0.3367,0.2612,0.1738,0.28,0.7191,0.0001,0.0002,0.067,0.2808,2.2082,2.2571,8.3502,1.1246,11.94
350,0.0457,0.3656,0.4773,0.3402,0.2634,0.1856,0.2795,0.7357,0.0002,0.0001,0.0716,0.273,2.2844,2.3332,8.3449,1.1077,11.9895
351,0.0493,0.365,0.4867,0.3379,0.2642,0.1831,0.281,0.7333,0.0002,0.0001,0.0867,0.289,2.3183,2.3708,8.4768,1.1342,12.1859
352,0.0565,0.338,0.4348,0.3614,0.2507,0.2372,0.2741,0.7705,0.0003,0.0002,0.0679,0.2737,2.2655,2.3267,12.6165,1.1616,16.3283
353,0.045,0.3201,0.5108,0.3695,0.2681,0.2318,0.283,0.7929,0.0002,0.0002,0.0843,0.2722,2.3698,2.4181,8.3689,1.1205,12.1121
354,0.0456,0.2882,0.4817,0.3113,0.2683,0.1865,0.2847,0.748,0.0002,0.0001,0.0898,0.2814,2.2199,2.2689,8.367,1.1174,11.9569
355,0.0459,0.3735,0.4775,0.3234,0.2623,0.1828,0.2808,0.7331,0.0002,0.0002,0.0858,0.2812,2.2934,2.3428,8.3228,1.1039,11.9767
356,0.0459,0.3512,0.4823,0.3307,0.2628,0.1859,0.2843,0.7415,0.0002,0.0002,0.086,0.2817,2.2898,2.339,8.4244,1.1209,12.0905
357,0.0461,0.3588,0.4844,0.333,0.269,0.1769,0.2856,0.7415,0.0003,0.0002,0.072,0.2908,2.2996,2.3488,8.4448,1.135,12.1322
358,0.0453,0.3765,0.4851,0.3392,0.2613,0.2228,0.284,0.7761,0.0003,0.0002,0.07,0.276,2.3415,2.3902,8.3883,1.1193,12.1019
359,0.0456,0.296,0.4967,0.3437,0.2691,0.1841,0.2858,0.7463,0.0002,0.0002,0.0859,0.2842,2.2731,2.3218,8.4145,1.1151,12.0572
360,0.0558,0.2812,0.4485,0.3428,0.2608,0.1907,0.2783,0.7379,0.0002,0.0002,0.073,0.2711,2.1753,2.2357,11.0218,1.1008,14.5776
361,0.0454,0.3465,0.4889,0.3116,0.2648,0.1733,0.2852,0.7263,0.0002,0.0001,0.062,0.2852,2.2288,2.2774,8.4264,1.1073,12.0184
362,0.0461,0.4774,0.4849,0.3375,0.265,0.2229,0.2805,0.7721,0.0001,0.0001,0.0756,0.2659,2.4233,2.4723,8.4394,1.1224,12.238
363,0.0457,0.3642,0.4865,0.3447,0.2763,0.2703,0.2995,0.8615,0.0003,0.0002,0.0931,0.2863,2.456,2.5053,12.105,1.1079,15.9275
364,0.0461,0.3759,0.4959,0.3205,0.2664,0.1833,0.2846,0.7426,0.0003,0.0001,0.0709,0.2806,2.3074,2.357,8.4411,1.1281,12.1375
365,0.0448,0.3668,0.4865,0.3477,0.264,0.1749,0.2845,0.7325,0.0003,0.0002,0.0882,0.2791,2.3171,2.3652,8.3881,1.119,12.0948
366,0.0458,0.3578,0.4873,0.3473,0.2667,0.1863,0.2822,0.7438,0.0002,0.0002,0.0903,0.277,2.3227,2.3719,8.4174,1.1361,12.1303
367,0.0449,0.3518,0.4828,0.3366,0.2658,0.2283,0.2817,0.7839,0.0002,0.0001,0.0881,0.2746,2.3377,2.3857,8.4739,1.1363,12.2013
368,0.0549,0.2829,0.4505,0.3273,0.2585,0.1905,0.2724,0.7313,0.0002,0.0002,0.0783,0.2748,2.1643,2.2241,11.3469,1.1128,14.9083
369,0.0462,0.3238,0.4974,0.3327,0.2702,0.1842,0.2838,0.7447,0.0002,0.0001,0.0694,0.2711,2.2571,2.3067,8.4579,1.1062,12.0852
370,0.0697,0.4115,0.4862,0.3404,0.2608,0.1822,0.2832,0.733,0.0002,0.0002,0.0893,0.2773,2.3589,2.432,8.9772,1.1023,12.7225
371,0.0456,0.4464,0.4815,0.3325,0.2669,0.1846,0.2818,0.7395,0.0002,0.0002,0.074,0.2733,2.3608,2.4094,12.2456,1.8549,16.7227
372,0.046,0.3546,0.4778,0.3184,0.2671,0.17,0.2794,0.7201,0.0002,0.0002,0.0816,0.2694,2.2337,2.2828,10.9167,1.1013,14.5061
373,0.045,0.3394,0.4718,0.3146,0.2638,0.1645,0.2849,0.7166,0.0002,0.0001,0.0698,0.2669,2.1973,2.2457,10.7253,1.1108,14.2892
374,0.0465,0.359,0.4891,0.3266,0.2647,0.1892,0.2835,0.7445,0.0002,0.0002,0.0875,0.277,2.3036,2.3539,10.6852,1.1018,14.3472
375,0.045,0.3637,0.479,0.3189,0.2676,0.1823,0.2781,0.735,0.0002,0.0001,0.0884,0.2925,2.2957,2.3438,10.64,1.136,14.3252
376,0.0553,0.1899,0.4616,0.3364,0.2585,0.1766,0.2795,0.7221,0.0002,0.0001,0.0693,0.2891,2.0862,2.1465,10.5277,1.9299,14.8297
377,0.0479,0.4597,0.4976,0.3398,0.2684,0.195,0.2855,0.7569,0.0003,0.0002,0.0784,0.2781,2.4307,2.4821,11.196,1.858,15.7495
378,0.0463,0.3918,0.486,0.3413,0.2729,0.1704,0.287,0.7388,0.0003,0.0001,0.0791,0.285,2.342,2.392,8.6323,1.6059,12.8442
379,0.0467,0.3907,0.4921,0.3517,0.265,0.1811,0.2845,0.7363,0.0002,0.0002,0.0746,0.2721,2.3329,2.3832,8.9092,1.106,12.612
380,0.0454,0.3426,0.4701,0.3439,0.2653,0.2051,0.284,0.7615,0.0003,0.0002,0.0882,0.2785,2.3008,2.3495,9.7945,1.1091,13.4569
381,0.045,0.3456,0.477,0.3308,0.2619,0.1723,0.2783,0.7163,0.0002,0.0002,0.0847,0.2683,2.2354,2.2836,10.6458,1.1288,14.2654
382,0.0459,0.3647,0.4858,0.32,0.2666,0.1881,0.2841,0.7474,0.0003,0.0001,0.0849,0.2806,2.3026,2.3518,9.8682,1.1147,13.5398
383,0.0454,0.2946,0.4773,0.3349,0.2654,0.1828,0.2829,0.7396,0.0003,0.0001,0.0872,0.2678,2.2198,2.2683,9.7988,1.1292,13.4021
384,0.0553,0.1981,0.4609,0.3425,0.2535,0.1803,0.2717,0.7125,0.0002,0.0002,0.0672,0.261,2.0613,2.1214,13.447,1.5693,17.36
385,0.0477,0.3178,0.505,0.336,0.2696,0.1806,0.2803,0.7375,0.0002,0.0001,0.0785,0.2909,2.2863,2.3376,9.7079,1.1031,13.36
386,0.0459,0.4587,0.4936,0.3388,0.2686,0.1966,0.2827,0.7569,0.0004,0.0002,0.0828,0.2686,2.4171,2.4663,8.334,1.099,12.1038
387,0.0499,0.3456,0.4974,0.336,0.2713,0.2255,0.2824,0.7884,0.0002,0.0001,0.0761,0.2747,2.3349,2.3878,8.3637,1.1136,12.0696
388,0.0457,0.3493,0.4722,0.3114,0.2663,0.1707,0.2821,0.722,0.0002,0.0001,0.0724,0.2699,2.2097,2.2588,8.3349,1.1043,11.9019
