,Unnecessary Copy,Copy to GPU,Arrange data,Full count array and resize neighbour array,Execute kncomputeNeighboursCount and resize neighbour offsets,Execute exclusive_scan over counts,Count resize,Count GPU to CPU,Execute kncomputeNeighbours,Neighbour resize,Copy neighbour & offset to CPU,Compute neighbours,Copy sorting indexes to CPU,neighborhood search, constraint projection,XSPH viscosity computation,SimStep
257,0.0416,0.3632,1.049,0.0621,0.0022,0.3343,0.0001,0.094,0.2117,0.0003,0.4635,1.1883,0.1547,2.8085,22.5944,2.9238,28.808
258,0.0413,0.3277,1.0631,0.0568,0.0024,0.2761,0.0001,0.0761,0.21,0.0002,0.4701,1.1109,0.1527,2.7098,22.4395,2.9078,28.5272
259,0.0393,0.3863,1.0355,0.0585,0.0019,0.3285,0,0.0873,0.2219,0.0002,0.4771,1.1923,0.1524,2.8201,22.4358,2.9019,28.6283
260,0.0422,0.3288,1.0468,0.0533,0.0019,0.2736,0.0001,0.0899,0.2051,0.0002,0.4764,1.1175,0.1551,2.7037,22.5737,2.909,28.6591
261,0.0424,0.3252,1.0502,0.0526,0.0017,0.2742,0.0001,0.0728,0.2165,0.0002,0.4839,1.1213,0.1614,2.7127,22.5363,2.9071,28.6304
262,0.0357,0.3242,1.01,0.0618,0.0061,0.2782,0.0001,0.0812,0.2079,0.0001,0.4747,1.1264,0.1373,2.6461,22.3495,2.9045,28.372
263,0.0302,0.2696,1.0382,0.0502,0.0019,0.274,0.0001,0.0942,0.2116,0.0002,0.4751,1.1246,0.1523,2.6256,22.4456,2.9012,28.4468
264,0.0404,0.2339,1.0253,0.0529,0.0022,0.2834,0.0001,0.0883,0.2008,0.0002,0.4647,1.1108,0.1584,2.5861,25.1868,4.3817,32.6138
265,0.0421,0.3223,1.0645,0.0554,0.0049,0.2946,0.0001,0.0846,0.2151,0.0002,0.4769,1.1988,0.1502,2.7911,22.5376,2.9017,28.7152
266,0.0407,0.3258,1.0528,0.0532,0.0022,0.2867,0.0001,0.0728,0.2072,0.0002,0.4672,1.1076,0.1487,2.6888,22.8877,2.9109,28.9598
267,0.0408,0.2664,1.0267,0.056,0.0045,0.3289,0.0001,0.0751,0.2118,0.0002,0.496,1.1912,0.1374,2.6753,22.3765,2.9246,28.4475
268,0.0407,0.3286,1.0399,0.0618,0.0021,0.2778,0.0001,0.093,0.2109,0.0002,0.4665,1.1312,0.1657,2.7188,22.438,2.9055,28.534
269,0.0421,0.3922,1.0401,0.0576,0.0044,0.2808,0.0001,0.0826,0.209,0.0002,0.4841,1.1362,0.1461,2.7691,22.33,2.9027,28.4761
270,0.0341,0.3291,1.0271,0.0538,0.0027,0.268,0.0001,0.0732,0.2089,0.0002,0.4779,1.0991,0.1576,2.6605,22.2729,2.9916,28.3968
271,0.027,0.3253,1.0406,0.0534,0.0016,0.3094,0.0002,0.0815,0.2224,0.0002,0.4856,1.1678,0.16,2.7333,22.5169,2.9194,28.6479
272,0.058,0.2319,1.0857,0.0694,0.0021,0.3348,0.0001,0.0975,0.2027,0.0002,0.4716,1.1994,0.1606,2.7514,35.5788,2.9317,41.7114
273,0.0422,0.3333,1.0509,0.0545,0.0043,0.2731,0.0001,0.0738,0.2043,0.0002,0.4578,1.0865,0.1475,2.6743,28.6827,2.9631,34.8036
274,0.0409,0.3286,1.0511,0.0582,0.0029,0.27,0.0001,0.0847,0.2221,0.0003,0.4718,1.1253,0.138,2.6971,29.7531,2.9474,35.8714
275,0.0388,0.3331,1.0348,0.0612,0.0016,0.2582,0.0001,0.0704,0.2107,0.0003,0.4882,1.1048,0.1638,2.6894,27.7757,2.9364,33.877
276,0.0391,0.3938,1.082,0.0546,0.0033,0.2773,0.0001,0.0869,0.2083,0.0002,0.4744,1.1237,0.1522,2.8051,27.6221,2.9246,33.8304
277,0.0409,0.267,1.0308,0.056,0.002,0.2765,0.0001,0.0733,0.2159,0.0003,0.4543,1.0952,0.1495,2.5973,28.3431,2.908,34.3203
278,0.0401,0.3259,1.0656,0.0579,0.0038,0.2747,0.0001,0.0832,0.2097,0.0002,0.5053,1.1531,0.1792,2.7801,23.225,2.8895,29.3669
279,0.041,0.33,1.0383,0.0566,0.0022,0.2821,0.0002,0.0969,0.2086,0.0002,0.4679,1.1347,0.1525,2.7086,22.4218,2.8949,28.5026
280,0.0422,0.141,1.057,0.0552,0.0019,0.2795,0.0001,0.0891,0.2004,0.0002,0.4512,1.0948,0.1501,2.4993,32.2437,2.9116,38.0939
281,0.0411,0.4924,1.0857,0.0561,0.004,0.3234,0.0001,0.093,0.2103,0.0002,0.4585,1.1635,0.1478,2.9451,23.6148,2.8945,29.9286
282,0.0406,0.3236,1.0586,0.0502,0.0018,0.2772,0.0001,0.075,0.2071,0.0002,0.4698,1.0978,0.1418,2.676,22.4332,2.9038,28.4887
283,0.0405,0.3244,1.0237,0.0569,0.0016,0.2664,0.0002,0.0934,0.2076,0.0002,0.4674,1.1022,0.1494,2.6497,22.4879,2.9119,28.5225
284,0.0414,0.3301,1.0059,0.0525,0.0015,0.3071,0.0001,0.0788,0.208,0.0002,0.4807,1.1411,0.1512,2.6807,22.4618,2.9286,28.5499
285,0.0434,0.3968,1.0996,0.0607,0.0028,0.2909,0.0001,0.0982,0.219,0.0002,0.4926,1.1835,0.1651,2.9041,22.3249,2.8947,28.5905
286,0.04,0.3322,1.0507,0.0555,0.0023,0.2862,0.0001,0.0826,0.21,0.0003,0.4653,1.1194,0.1447,2.7019,22.3897,2.9013,28.4671
287,0.0422,0.3878,1.0451,0.0518,0.002,0.2875,0.0001,0.0792,0.2103,0.0002,0.4613,1.1102,0.1568,2.7559,22.585,2.9104,28.7305
288,0.0378,0.1428,1.0576,0.0564,0.0038,0.2711,0.0001,0.0804,0.1975,0.0001,0.46,1.0849,0.1444,2.4799,29.1293,2.9163,34.9627
289,0.0368,0.3392,1.0233,0.0515,0.0015,0.3156,0,0.0724,0.2052,0.0001,0.4634,1.1185,0.1447,2.6691,22.3482,2.908,28.3967
290,0.0273,0.4974,1.039,0.0487,0.0015,0.2998,0.0001,0.0769,0.206,0.0002,0.4585,1.1004,0.1405,2.8126,22.3825,2.8942,28.564
291,0.0264,0.3066,0.9919,0.0498,0.0015,0.2666,0.0001,0.0748,0.2095,0.0002,0.4624,1.0726,0.1357,2.5392,22.5194,2.9005,28.4275
292,0.0273,0.3225,1.0126,0.0523,0.0014,0.2669,0,0.0786,0.2046,0.0001,0.4685,1.0801,0.1461,2.5946,22.3666,2.9096,28.3433
293,0.027,0.319,1.0068,0.053,0.0016,0.2714,0.0001,0.078,0.2041,0.0001,0.4625,1.0786,0.1416,2.5801,22.5411,2.9033,28.4923
294,0.0279,0.3417,1.0199,0.0542,0.0014,0.2652,0.0001,0.0691,0.2068,0.0001,0.4819,1.0867,0.1414,2.6236,22.4217,2.8963,28.4196
295,0.0276,0.3202,1.0313,0.0516,0.0028,0.2766,0.0001,0.0898,0.21,0.0002,0.4851,1.1346,0.1547,2.6789,22.6186,2.9008,28.6706
296,0.0293,0.1409,1.0633,0.057,0.0026,0.3273,0.0001,0.0794,0.2068,0.0002,0.4774,1.1714,0.1555,2.5768,31.9998,2.9075,37.9549
297,0.0382,0.3574,1.0608,0.0508,0.0019,0.2744,0.0001,0.0889,0.2087,0.0002,0.4637,1.1083,0.1492,2.7282,22.4444,2.9064,28.5574
298,0.0417,0.3215,1.0439,0.055,0.0041,0.2946,0.0001,0.0844,0.2107,0.0001,0.4781,1.1585,0.1398,2.7176,22.4971,2.9056,28.5931
299,0.0409,0.4481,1.0539,0.0533,0.0036,0.2781,0.0001,0.0926,0.2105,0.0002,0.4682,1.1246,0.1437,2.8237,22.6506,2.9198,28.8683
300,0.0405,0.3535,1.0239,0.0632,0.0022,0.2717,0.0001,0.0888,0.2097,0.0002,0.4893,1.1421,0.1715,2.7405,22.6963,2.9611,28.8706
301,0.0386,0.322,1.0406,0.052,0.0032,0.2808,0.0001,0.0831,0.2082,0.0002,0.4822,1.1283,0.1598,2.7002,22.6866,2.9099,28.7757
302,0.0409,0.3217,1.0513,0.0569,0.0037,0.2816,0.0001,0.0733,0.205,0.0002,0.457,1.095,0.1511,2.6739,24.0198,2.9133,30.0889
303,0.0412,0.3276,1.0501,0.0542,0.0019,0.278,0.0001,0.071,0.2119,0.0002,0.4691,1.1038,0.1618,2.6984,22.466,2.9004,28.5365
304,0.0581,0.2295,1.0396,0.0551,0.0015,0.2683,0.0001,0.0815,0.1956,0.0002,0.4637,1.0757,0.1337,2.5523,32.0952,2.9061,38.0237
305,0.0395,0.3515,1.0338,0.0526,0.0015,0.2664,0.0001,0.0689,0.2053,0.0001,0.4624,1.0654,0.1427,2.6396,22.3747,2.9025,28.3904
306,0.0417,0.3993,1.0068,0.0557,0.0016,0.2606,0.0001,0.0821,0.2054,0.0001,0.4737,1.0913,0.1542,2.7003,22.422,2.8978,28.4935
307,0.0414,0.3342,1.0083,0.0551,0.0016,0.2682,0.0001,0.0805,0.2062,0.0002,0.4719,1.0924,0.1422,2.6267,22.4791,2.9138,28.4886
308,0.04,0.3155,1.0678,0.0573,0.0034,0.3197,0.0001,0.0796,0.2073,0.0001,0.4586,1.1458,0.152,2.7323,22.399,2.8975,28.5029
309,0.0409,0.3313,1.0302,0.0525,0.0029,0.3132,0.0001,0.072,0.2079,0.0002,0.463,1.1222,0.1388,2.6765,22.3656,2.8873,28.4031
310,0.0397,0.3312,1.0372,0.0532,0.0016,0.2676,0,0.0707,0.206,0.0001,0.4803,1.0897,0.155,2.6658,22.4092,2.8885,28.4402
311,0.0408,0.3368,0.9989,0.0515,0.0015,0.2645,0,0.0773,0.2056,0.0001,0.4682,1.0803,0.1445,2.6087,22.4951,2.8698,28.4459
312,0.0558,0.1309,1.0505,0.0593,0.0024,0.2735,0.0001,0.0776,0.2093,0.0002,0.4643,1.105,0.1549,2.5117,28.3081,2.9124,34.1962
313,0.0391,0.3953,1.0362,0.0612,0.0046,0.3383,0.0001,0.0874,0.2104,0.0002,0.4845,1.2054,0.1606,2.8473,22.3264,2.8865,28.538
314,0.0404,0.3224,1.0604,0.0669,0.0027,0.3122,0.0002,0.0999,0.2156,0.0001,0.4812,1.1994,0.162,2.7996,22.6562,2.8951,28.8246
315,0.0418,0.3368,1.0356,0.0546,0.0015,0.266,0.0001,0.0861,0.2048,0.0001,0.4618,1.0837,0.1403,2.6463,23.461,2.8991,29.4843
316,0.0394,0.344,1.0396,0.0522,0.002,0.2792,0.0001,0.082,0.2149,0.0001,0.4814,1.1313,0.1558,2.7215,23.0772,4.46,30.7314
317,0.0346,0.3232,1.029,0.0556,0.0015,0.2557,0.0001,0.0924,0.2065,0.0002,0.4677,1.0881,0.1529,2.6349,29.3282,2.9193,35.347
318,0.0276,0.3296,1.0151,0.0478,0.0015,0.2654,0.0001,0.0788,0.2066,0.0001,0.4723,1.0805,0.1496,2.6083,28.7863,2.9176,34.7955
319,0.0281,0.3447,1.0419,0.0549,0.003,0.2895,0.0001,0.0939,0.2069,0.0002,0.4677,1.1333,0.1517,2.7148,30.3159,3.4699,36.9799
320,0.034,0.2349,1.0248,0.0515,0.0054,0.2976,0.0001,0.0736,0.1995,0.0001,0.4608,1.1016,0.1413,2.5466,31.5042,2.9222,37.4074
321,0.0272,0.3305,1.0618,0.0541,0.0035,0.2804,0.0001,0.0935,0.2128,0.0002,0.4616,1.1247,0.1609,2.7206,31.7734,4.9007,39.8769
322,0.0376,0.4279,1.0999,0.0543,0.0019,0.2796,0.0001,0.0916,0.2098,0.0002,0.4658,1.1188,0.1554,2.8505,21.9811,2.8463,28.101
323,0.0408,0.3276,1.0173,0.0545,0.0014,0.261,0.0001,0.0847,0.2045,0.0001,0.4592,1.074,0.1357,2.6027,22.0134,2.884,27.97
324,0.0416,0.3264,1.019,0.0534,0.0015,0.2713,0.0001,0.0794,0.2058,0.0001,0.4531,1.0746,0.1446,2.6187,22.2235,2.8838,28.1986
325,0.0398,0.3366,1.0308,0.0552,0.0016,0.2577,0.0001,0.0709,0.2039,0.0002,0.4632,1.0632,0.1455,2.628,22.6168,2.8903,28.6113
326,0.0398,0.3189,1.0442,0.0517,0.0015,0.264,0.0001,0.0812,0.2047,0.0001,0.4553,1.069,0.1352,2.6173,22.4612,2.8972,28.4443
327,0.0385,0.3944,1.0199,0.0536,0.0016,0.2682,0.0001,0.0814,0.2088,0.0002,0.4793,1.1073,0.1616,2.7356,22.4228,2.8889,28.5191
328,0.037,0.2639,1.0743,0.0563,0.0022,0.269,0.0001,0.0821,0.2015,0.0002,0.4682,1.0964,0.1473,2.6337,27.4528,2.9141,33.419
329,0.0411,0.3612,1.0561,0.0561,0.0035,0.2915,0.0001,0.0938,0.2156,0.0002,0.4825,1.166,0.1641,2.7993,22.2672,2.9539,28.4928
330,0.0424,0.3319,1.0545,0.0602,0.0036,0.3305,0.0001,0.0748,0.2054,0.0002,0.4766,1.1645,0.1431,2.7498,22.3587,2.9082,28.5015
331,0.0433,0.3357,1.0474,0.054,0.0038,0.2675,0.0001,0.0847,0.2098,0.0002,0.4723,1.1289,0.1582,2.7269,22.5297,2.9026,28.6391
332,0.0423,0.3236,1.0405,0.0573,0.0036,0.2737,0.0001,0.0923,0.2101,0.0002,0.4672,1.1222,0.1492,2.689,22.2268,2.8926,28.2836
333,0.0429,0.4553,1.0401,0.0513,0.0021,0.2751,0.0002,0.0976,0.2091,0.0002,0.4661,1.1189,0.1502,2.8188,22.5746,2.9026,28.7734
334,0.0402,0.2726,1.062,0.0569,0.0034,0.3208,0.0001,0.0957,0.2114,0.0002,0.4667,1.1708,0.1532,2.7108,22.3791,2.8945,28.4552
335,0.0411,0.3276,1.0519,0.0556,0.0034,0.3178,0.0001,0.0858,0.2125,0.0003,0.4583,1.153,0.1509,2.7395,22.4488,2.8835,28.5448
336,0.0411,0.1796,1.0375,0.0547,0.0018,0.3244,0.0001,0.0916,0.1957,0.0002,0.4548,1.1359,0.1561,2.5639,27.4928,2.8975,33.3892
337,0.0405,0.3314,1.0377,0.0557,0.0014,0.2626,0.0001,0.0791,0.2041,0.0002,0.4803,1.0912,0.1371,2.6443,22.329,2.8918,28.3404
338,0.0393,0.3147,0.9947,0.0541,0.0015,0.255,0,0.0762,0.2052,0.0002,0.4565,1.0567,0.1447,2.5562,22.5869,2.9087,28.5239
339,0.041,0.3611,1.0115,0.0519,0.0015,0.3146,0.0001,0.0773,0.2035,0.0002,0.4622,1.1192,0.1422,2.681,22.5477,2.8997,28.6037
340,0.0411,0.4506,0.9991,0.0534,0.0014,0.2662,0.0001,0.0802,0.2044,0.0002,0.4736,1.0876,0.1437,2.7286,22.4974,2.9044,28.6032
341,0.0434,0.3241,1.045,0.0479,0.0017,0.2596,0.0001,0.0811,0.2051,0.0001,0.4698,1.075,0.1628,2.6601,22.6245,2.9067,28.6657
342,0.0418,0.3632,1.0637,0.0554,0.006,0.2775,0.0001,0.0906,0.2097,0.0002,0.4685,1.1257,0.1589,2.7676,22.7464,3.0016,28.9952
343,0.0398,0.3308,1.063,0.0804,0.0033,0.2888,0.0001,0.0809,0.2109,0.0002,0.4707,1.1591,0.1487,2.7541,22.4201,2.9016,28.5377
344,0.0404,0.1556,1.0353,0.0548,0.0015,0.2559,0.0001,0.0916,0.1959,0.0001,0.443,1.0563,0.1407,2.4391,26.1694,2.9156,31.9538
345,0.0405,0.3389,1.0536,0.0594,0.0039,0.2845,0.0001,0.076,0.205,0.0002,0.4865,1.1356,0.1497,2.7305,24.189,2.931,30.3336
346,0.0392,0.337,1.0773,0.059,0.0038,0.2844,0.0001,0.0834,0.2072,0.0002,0.4676,1.1228,0.1465,2.7345,22.3869,2.8817,28.4836
347,0.0431,0.3238,1.0434,0.0609,0.0043,0.3243,0.0001,0.0864,0.2075,0.0002,0.4806,1.1836,0.1461,2.7527,22.3635,2.8982,28.4882
348,0.0408,0.3403,1.0568,0.0559,0.0035,0.2859,0.0001,0.0972,0.2134,0.0001,0.4647,1.14,0.1452,2.7351,22.5826,2.8952,28.6859
349,0.0403,0.2675,1.0438,0.0537,0.0035,0.2724,0.0001,0.0769,0.2139,0.0002,0.4781,1.1179,0.1499,2.6329,22.613,2.9192,28.6443
350,0.0403,0.4907,1.0459,0.0563,0.0032,0.2761,0.0001,0.0841,0.2062,0.0002,0.4718,1.1152,0.152,2.8571,22.5043,2.8874,28.7251
351,0.0389,0.3292,1.0307,0.0633,0.0034,0.2748,0.0001,0.0751,0.2112,0.0002,0.4791,1.1245,0.1464,2.6828,22.6474,2.9038,28.707
352,0.0555,0.2467,1.0453,0.0558,0.0039,0.2714,0.0001,0.0846,0.2097,0.0002,0.4679,1.1138,0.1486,2.6247,30.0772,2.8993,36.096
353,0.0401,0.3339,1.0496,0.0526,0.0016,0.3212,0.0001,0.0906,0.2095,0.0002,0.4638,1.152,0.1483,2.7377,22.5737,2.8993,28.6875
354,0.0391,0.3807,1.0096,0.0607,0.0017,0.3248,0.0001,0.0769,0.2106,0.0002,0.4795,1.1659,0.1509,2.7562,22.1705,2.8912,28.2881
355,0.0408,0.3199,1.0225,0.0553,0.0026,0.2713,0.0001,0.0798,0.2045,0.0002,0.4576,1.0809,0.1412,2.6153,22.1937,2.8942,28.1725
356,0.0411,0.329,1.0394,0.0497,0.0028,0.3196,0,0.0938,0.2,0.0002,0.4581,1.1328,0.1492,2.6992,22.3969,2.897,28.4611
357,0.0414,0.3212,1.0644,0.0577,0.0019,0.2882,0.0001,0.0906,0.2071,0.0002,0.473,1.1378,0.1534,2.7293,22.4186,2.9244,28.5488
358,0.0396,0.3535,1.0573,0.0583,0.0015,0.272,0.0001,0.0922,0.2038,0.0002,0.4629,1.1005,0.1509,2.7132,22.3955,2.8957,28.4757
359,0.0362,0.3209,0.9921,0.0541,0.0015,0.2626,0,0.076,0.2051,0.0002,0.4549,1.0622,0.1476,2.5655,22.1696,2.8895,28.1001
360,0.0274,0.1356,1.0819,0.0591,0.002,0.2813,0.0001,0.0853,0.1988,0.0002,0.4592,1.1057,0.1526,2.5187,27.5644,2.9349,33.4435
361,0.042,0.327,1.0767,0.0552,0.0023,0.3214,0.0001,0.0862,0.208,0.0002,0.4725,1.1634,0.1529,2.7776,30.9166,2.9292,37.0932
362,0.0447,0.3229,1.0529,0.0525,0.0042,0.283,0.0001,0.0717,0.2064,0.0002,0.4731,1.1089,0.1465,2.6871,28.1821,2.9079,34.2514
363,0.0412,0.3274,1.0471,0.0539,0.0016,0.2906,0.0001,0.0731,0.21,0.0002,0.4843,1.1336,0.1483,2.7097,29.3175,5.2015,37.7052
364,0.0419,0.3283,1.0689,0.0594,0.0038,0.2832,0.0001,0.09,0.2115,0.0002,0.4651,1.1329,0.1538,2.7586,25.6014,4.3871,33.2186
365,0.0338,0.3286,1.0458,0.0518,0.0015,0.2631,0.0001,0.0811,0.2125,0.0002,0.4755,1.0956,0.1394,2.653,26.9817,2.9118,33.0209
366,0.0285,0.3204,1.0423,0.0575,0.0017,0.2789,0.0001,0.0837,0.2116,0.0001,0.4677,1.1181,0.1428,2.6648,25.9605,2.9064,32.0042
367,0.0344,0.3181,1.0264,0.0534,0.0016,0.2797,0,0.0716,0.2066,0.0001,0.473,1.0945,0.1457,2.6268,25.6668,2.934,31.6987
368,0.0283,0.2352,1.0405,0.0552,0.0023,0.3334,0.0001,0.0792,0.2061,0.0002,0.4782,1.1744,0.1438,2.6371,32.3018,3.8157,39.2003
369,0.0399,0.3295,1.0216,0.0519,0.0015,0.2699,0.0001,0.0715,0.2024,0.0002,0.4533,1.0603,0.1422,2.6075,23.0008,4.8058,30.9096
370,0.0383,0.3571,1.0398,0.059,0.0018,0.2877,0.0001,0.0809,0.2087,0.0002,0.4669,1.1169,0.1452,2.7097,23.2038,5.0496,31.4461
371,0.0403,0.3217,1.0608,0.0558,0.0032,0.3061,0.0001,0.0849,0.2082,0.0002,0.4859,1.1632,0.1485,2.7481,30.5106,2.8993,36.6318
372,0.0386,0.5051,1.122,0.0654,0.0059,0.3463,0.0001,0.095,0.2038,0.0002,0.459,1.1957,0.1571,3.0318,25.6213,2.9133,32.0469
373,0.0399,0.329,1.0604,0.0569,0.0037,0.2646,0.0001,0.0832,0.2235,0.0001,0.483,1.1311,0.1555,2.7312,24.7656,2.9088,30.8953
374,0.0412,0.3791,1.0244,0.0569,0.005,0.2933,0.0001,0.0917,0.2075,0.0002,0.4631,1.136,0.1588,2.752,23.2515,3.4793,29.9594
375,0.0411,0.3361,1.0662,0.0578,0.0035,0.322,0.0001,0.0961,0.2075,0.0002,0.4719,1.1752,0.1398,2.7726,22.4722,2.9195,28.626
376,0.0427,0.2334,1.0357,0.0533,0.0014,0.2575,0,0.0803,0.1985,0.0001,0.4676,1.0725,0.1517,2.5496,27.585,2.9083,33.4775
377,0.035,0.3949,1.0265,0.0513,0.0014,0.2706,0,0.0858,0.2041,0.0001,0.4602,1.0814,0.1408,2.6848,22.813,2.9023,28.8699
378,0.027,0.3279,1.0016,0.052,0.0014,0.2661,0,0.0785,0.2097,0.0001,0.4628,1.0781,0.1422,2.5827,22.265,2.8939,28.2098
379,0.0278,0.3236,0.9841,0.0576,0.0014,0.2739,0.0001,0.0773,0.2025,0.0001,0.4722,1.0929,0.144,2.5781,22.3302,2.8883,28.2697
380,0.0278,0.3831,1.0083,0.0547,0.0014,0.2665,0.0001,0.0697,0.2043,0.0002,0.4737,1.0785,0.1425,2.646,22.2856,2.8892,28.2914
381,0.027,0.3223,0.9988,0.0527,0.0014,0.2709,0.0001,0.0797,0.2093,0.0002,0.4649,1.0923,0.1497,2.596,22.3246,2.8995,28.296
382,0.0263,0.2646,1.0268,0.0546,0.0015,0.3127,0,0.0792,0.2007,0.0001,0.4643,1.1213,0.1521,2.5981,22.4023,2.9339,28.4068
383,0.0259,0.3195,1.0085,0.0519,0.0015,0.3078,0,0.0876,0.2029,0.0002,0.4678,1.1271,0.1391,2.626,22.2589,2.8893,28.2429
384,0.0295,0.1397,1.0692,0.0509,0.0016,0.2593,0.0001,0.0788,0.2087,0.0002,0.4541,1.0672,0.1704,2.4927,32.2439,2.8984,38.1134
385,0.0406,0.3299,1.0532,0.0531,0.0036,0.2806,0.0001,0.0895,0.2116,0.0002,0.4672,1.1273,0.1472,2.7114,22.472,2.8879,28.5488
386,0.039,0.38,1.0516,0.0558,0.002,0.2965,0.0001,0.0832,0.2213,0.0002,0.4796,1.1576,0.1438,2.7827,22.4144,2.8966,28.5661
387,0.0386,0.3486,1.0619,0.0545,0.0035,0.2739,0.0001,0.0755,0.209,0.0002,0.4662,1.1022,0.1586,2.7256,22.5917,2.8906,28.6792
