,Unnecessary Copy,copyParticleData,computeMinMax,computeCellInformation,Execute kNeighborCount,Execute exclusive_scan over counts,Execute kNeighborhoodQueryWithCounts,Overhead,Compute neighbors,Neighbor copy from device to host - resize,Count copy from device to host - resize,Count copy from device to host - MemcpyDeviceToHost,Neighbor & Offset copy from device to host - MemcpyDeviceToHost,Overhead,Run hipNSearch,Overhead,neighborhood search,constraint projection,XSPH viscosity computation,Overhead,SimStep
128,1.3523,1.6861,7.8282,0.9557,4.2151,0.2578,5.2791,,9.7593,0.0004,0.0002,0.3765,6.8714,,27.4879,,28.854,563.623,80.5709,,683.969
129,1.425,2.2816,7.8268,0.6061,5.9393,0.2329,5.649,,11.9253,0.0002,0.0002,0.3275,6.8563,,29.8382,,31.2721,569.175,80.4209,,693.839
130,1.4406,2.2198,7.9197,0.9165,4.1388,0.2059,5.2571,,9.6109,0.0002,0.0003,0.3249,6.8676,,27.8864,,29.3357,574.55,80.7013,,697.767
131,1.4613,2.2342,7.9311,0.6373,6.13,0.2804,5.7099,,12.1273,0.0002,0.0002,0.3178,6.8903,,30.1606,,31.6297,580.719,82.7787,,708.296
132,1.4272,2.3604,8.0189,0.7081,4.1742,0.2056,5.3007,,9.6907,0.0002,0.0002,0.3244,6.8983,,28.026,,29.4624,573.093,80.7111,,696.262
133,1.4437,2.3701,7.826,0.6315,6.0284,0.1898,5.7112,,11.9342,0.0002,0.0003,0.3165,6.9538,,30.0566,,31.5099,583.36,80.9256,,708.783
134,1.4276,2.095,7.7525,0.5954,5.9381,0.1964,5.6795,,11.8208,0.0002,0.0003,0.3189,6.9163,,29.5201,,30.9562,585.177,80.6939,,709.812
135,1.4243,2.4168,8.0439,0.6561,4.3557,0.1872,5.4129,,9.9597,0.0002,0.0003,0.3102,6.9338,,28.3391,,29.7734,578.418,81.0299,,702.09
136,1.2783,1.7046,7.7442,0.9458,4.3288,0.2074,5.0781,,9.6234,0.0002,0.0003,0.3606,6.9446,,27.3337,,28.6216,578.716,81.1332,,699.049
137,1.4107,2.1402,7.5184,0.6404,5.8502,0.181,5.6552,,11.6903,0.0002,0.0002,0.329,6.9486,,29.2885,,30.7075,581.036,80.9979,,705.658
138,1.42,2.3141,7.9891,0.7197,4.2362,0.1933,5.4169,,9.8529,0.0002,0.0002,0.3145,6.9594,,28.1674,,29.5993,583.61,81.3767,,707.504
139,1.4173,2.1715,7.8,0.5999,6.1108,0.1928,5.7781,,12.0854,0.0002,0.0003,0.3115,6.9766,,29.9658,,31.3928,584.448,81.5031,,710.201
140,1.4321,2.2093,8.1838,0.8445,4.3597,0.2013,5.0775,,9.6452,0.0002,0.0003,0.3138,6.9885,,28.2007,,29.6422,592.744,81.6515,,717.029
141,1.4256,2.2187,7.8139,0.5905,6.1647,0.1812,5.8374,,12.1913,0.0003,0.0003,0.3202,6.9948,,30.1479,,31.5823,587.139,81.9813,,713.58
142,1.4375,2.441,7.9558,0.7032,4.2726,0.2086,5.4914,,9.9835,0.0003,0.0002,0.3123,7.0017,,28.4087,,29.8557,589.308,82.3139,,714.417
143,1.4386,2.326,7.8296,0.591,6.2362,0.1865,5.882,,12.3089,0.0005,0.0002,0.3108,7.016,,30.3958,,31.8442,595.999,82.4218,,723.239
144,1.3043,1.7281,7.7574,0.9852,4.5332,0.2153,5.1475,,9.9031,0.0003,0.0002,0.3706,7.0416,,27.7963,,29.1109,588.736,82.043,,710.505
145,1.4074,2.2769,7.9592,0.6068,6.4668,0.2041,5.9819,,12.6597,0.0002,0.0002,0.3167,7.0452,,30.8913,,32.3075,594.464,82.5454,,722.078
146,1.4497,2.5625,8.1385,0.9329,4.41,0.2101,5.6334,,10.2646,0.0003,0.0003,0.3312,7.0499,,29.3023,,30.7617,601.137,82.9281,,727.737
147,1.4388,2.307,7.9527,0.6338,6.393,0.2484,6.004,,12.6544,0.0003,0.0003,0.325,7.0683,,30.9662,,32.4151,597.631,83.0126,,725.958
148,1.4414,2.1587,7.8692,0.6006,6.291,0.1897,5.9222,,12.408,0.0002,0.0002,0.3192,7.0707,,30.4465,,31.9039,602.106,83.2144,,730.083
149,1.4603,2.4505,7.927,0.9767,4.4216,0.185,5.6455,,10.257,0.0003,0.0003,0.3119,7.0785,,29.0178,,30.4889,603.833,83.1385,,730.476
150,1.4197,2.1357,7.8026,0.6007,6.3089,0.1899,5.977,,12.4813,0.0003,0.0003,0.3127,7.0921,,30.4496,,31.8793,598.729,84.5126,,727.899
151,1.4266,2.2417,8.1825,0.8637,4.4692,0.2423,5.8013,,10.518,0.0002,0.0003,0.3122,7.1028,,29.2407,,30.6757,598.583,83.1299,,725.135
152,1.2827,1.6198,7.7507,0.9526,4.5578,0.1902,5.8772,,10.6287,0.0001,0.0002,0.3473,7.1952,,28.5051,,29.7985,599.092,83.1991,,722.732
153,1.4355,2.1432,7.804,0.6315,6.4157,0.2046,6.034,,12.6654,0.0003,0.0002,0.3163,7.1129,,30.6964,,32.1401,598.624,84.5292,,728.153
154,1.4497,2.4433,8.0503,0.6797,4.5331,0.2074,5.7553,,10.5063,0.0002,0.0003,0.3139,7.1241,,29.1447,,30.6044,608.128,83.5941,,735.284
155,1.4407,2.2439,7.7686,0.6061,6.3632,0.1948,6.0605,,12.6288,0.0002,0.0003,0.3285,7.1334,,30.7328,,32.1823,612.251,83.6702,,740.892
156,1.442,2.3175,7.7675,0.5969,6.4668,0.2125,6.0739,,12.7659,0.0002,0.0003,0.3145,7.1386,,30.9276,,32.38,607.358,83.975,,736.443
157,1.415,2.5233,8.0955,1.0359,4.5253,0.1998,5.8388,,10.574,0.0002,0.0002,0.3252,7.1461,,29.7273,,31.1515,601.591,83.7708,,729.203
158,1.4265,2.1744,7.8016,0.6431,6.4839,0.1966,6.0761,,12.7619,0.0003,0.0003,0.3273,7.1519,,30.8852,,32.3213,609.657,83.8115,,738.583
159,1.4223,2.2631,8.0163,0.9101,4.5654,0.2144,5.82,,10.6099,0.0003,0.0004,0.3272,7.1542,,29.3007,,30.7322,606.906,83.9145,,734.317
160,1.2987,1.6945,7.8056,0.7215,4.7321,0.2451,5.9476,,10.9334,0.0002,0.0004,0.3662,7.1708,,28.704,,30.0129,599.467,83.7784,,723.766
161,1.4502,2.2993,7.9629,0.6472,6.6037,0.201,6.1469,,12.9634,0.0003,0.0002,0.3146,7.1612,,31.4142,,32.8736,605.968,83.9348,,735.712
162,1.4271,2.3252,7.5254,0.6071,6.2612,0.1921,6.0092,,12.4731,0.0002,0.0003,0.3243,7.1689,,30.4477,,31.885,608.328,83.9196,,737.038
163,1.4248,2.3259,8.0116,0.683,4.5448,0.2069,5.8748,,10.6362,0.0003,0.0003,0.3229,7.1721,,29.177,,30.6124,603.512,83.9831,,730.885
164,1.4184,2.2479,7.5415,0.604,6.3356,0.199,6.0202,,12.5649,0.0003,0.0001,0.3236,7.1826,,30.4886,,31.9168,612.186,84.1512,,741.007
165,1.4418,2.256,8.1249,0.8852,4.6242,0.2111,5.9568,,10.8009,0.0003,0.0002,0.3176,7.2229,,29.6365,,31.0892,610.06,83.6428,,737.569
166,1.4449,2.3173,7.9317,0.6542,6.7053,0.2002,6.2444,,13.1601,0.0002,0.0003,0.3301,7.1887,,31.6102,,33.064,612.123,83.9337,,742.033
167,1.4453,2.3498,8.0138,1.1345,4.6932,0.2033,5.5009,,10.403,0.0002,0.0002,0.335,7.187,,29.4451,,30.8999,605.308,84.1828,,733.213
168,1.3035,1.7099,7.9068,0.721,4.3604,0.1958,6.0255,,10.5894,0.0003,0.0002,0.4092,7.2065,,28.5533,,29.8673,604.924,84.1071,,729.383
169,1.4147,2.1499,7.3892,0.6627,6.3776,0.1958,6.057,,12.6396,0.0004,0.0001,0.3237,7.2182,,30.4083,,31.8322,602.111,92.0049,,738.444
170,1.4285,2.2553,7.999,0.6784,4.6681,0.2328,5.9218,,10.8284,0.0002,0.0002,0.3121,7.2083,,29.3088,,30.7476,604.57,88.0224,,736.112
171,1.4212,2.1646,7.6253,0.5926,6.5633,0.1903,6.1668,,12.929,0.0003,0.0002,0.3289,7.2028,,30.8686,,32.2984,607.541,84.0439,,736.653
172,1.4283,2.3358,8.2051,0.887,4.7129,0.2537,5.7253,,10.7003,0.0002,0.0002,0.3116,7.2009,,29.6611,,31.0994,607.537,84.2633,,735.618
173,1.436,2.1103,7.6584,0.5828,6.5982,0.1814,6.1635,,12.9475,0.0002,0.0002,0.3048,7.2041,,30.8245,,32.271,603.072,84.0314,,732.115
174,1.4274,2.4001,8.1252,0.6652,4.9373,0.2034,5.9815,,11.128,0.0003,0.0003,0.3125,7.2649,,29.9125,,31.3486,605.401,84.2379,,733.702
175,1.4387,2.2103,7.5464,0.6545,6.4619,0.1777,6.1832,,12.8273,0.0002,0.0002,0.3129,7.2093,,30.7783,,32.225,609.163,84.2792,,738.563
176,1.2832,1.5688,7.8561,0.6696,4.6692,0.2165,6.146,,11.0391,0.0003,0.0002,0.3976,7.2248,,28.767,,30.0604,601.784,84.061,,726.31
177,1.4293,2.2335,7.8145,0.6771,6.674,0.194,6.2451,,13.1224,0.0003,0.0002,0.3222,7.2206,,31.4162,,32.8534,609.988,84.448,,740.091
178,1.4587,2.3082,8.0423,0.6721,4.7479,0.2088,6.0175,,10.9819,0.0003,0.0002,0.3241,7.2245,,29.5782,,31.0453,607.95,84.0914,,735.997
179,1.4566,2.1402,7.657,0.6046,6.6908,0.2001,6.2405,,13.1376,0.0002,0.0003,0.3153,7.2251,,31.1001,,32.5649,611.224,84.5184,,741.37
180,1.4742,2.3673,8.035,0.656,4.7352,0.188,6.0404,,10.9673,0.0002,0.0003,0.3106,7.2265,,29.5875,,31.0718,606.803,84.045,,734.964
181,1.4438,2.1531,7.4416,0.6601,6.5485,0.1991,6.2182,,12.9772,0.0003,0.0002,0.3242,7.2229,,30.8042,,32.2573,610.257,84.2369,,739.622
182,1.437,2.2646,8.0208,0.9505,4.9111,0.2091,6.1359,,11.2659,0.0002,0.0002,0.3264,7.2257,,30.0795,,31.5263,609.847,84.3782,,738.481
183,1.4256,2.177,7.8188,0.6162,6.7922,0.2007,6.3942,,13.3964,0.0002,0.0004,0.3254,7.227,,31.5845,,33.0208,605.658,88.9286,,740.336
184,1.3099,1.7008,7.8231,0.7493,4.8625,0.2168,6.1615,,11.2487,0.0004,0.0002,0.4479,7.2304,,29.2101,,30.5302,608.308,84.0138,,733.325
185,1.4287,2.3112,7.844,0.6209,6.8794,0.2179,6.3545,,13.4613,0.0002,0.0002,0.324,7.2191,,31.8055,,33.2433,606.379,84.2479,,736.546
186,1.4347,2.3832,8.0316,0.6771,4.8122,0.2008,6.0734,,11.0952,0.0004,0.0003,0.3234,7.2351,,29.7697,,31.215,603.278,84.2141,,731.3
187,1.4293,2.1275,7.8136,0.6673,6.7454,0.2786,6.3149,,13.3544,0.0003,0.0003,0.3401,7.2346,,31.5662,,33.0045,605.066,87.0358,,737.83
188,1.4307,2.5089,8.0763,1.0667,4.8242,0.1617,6.1173,,11.1105,0.0003,0.0002,0.3178,7.228,,30.3291,,31.7683,610.048,84.2455,,738.858
189,1.4545,2.2902,7.8881,0.653,6.8687,0.2098,6.3663,,13.4534,0.0002,0.0002,0.3254,7.2298,,31.8657,,33.3282,611.502,84.2727,,741.885
190,1.453,2.2741,7.9638,0.6376,6.9538,0.1977,6.4012,,13.5622,0.0002,0.0003,0.3163,7.2285,,32.0054,,33.4683,603.635,84.3504,,734.363
191,1.4117,2.32,8.1637,0.896,4.8237,0.1962,6.1581,,11.1868,0.0002,0.0002,0.317,7.2469,,30.1576,,31.5785,609.276,84.4853,,738.06
192,1.289,1.711,7.9521,0.7078,4.6292,0.2139,6.2476,,11.0938,0.0002,0.0002,0.3512,7.268,,29.0975,,30.3969,607.966,84.0259,,732.816
193,1.4322,2.1565,7.6721,0.6512,6.7313,0.1812,6.2959,,13.2123,0.0002,0.0003,0.3138,7.2379,,31.3089,,32.7516,604.882,84.5057,,734.892
194,1.436,2.2329,7.729,0.5961,6.7581,0.2344,6.324,,13.3266,0.0002,0.0003,0.3176,7.2309,,31.454,,32.8982,610.531,84.2677,,740.404
195,1.428,2.5379,8.0199,0.6623,4.9487,0.187,6.1548,,11.2947,0.0005,0.0006,0.3357,7.2315,,30.096,,31.5335,607.748,109.301,,761.461
196,1.4343,2.4046,7.5677,0.5716,6.6716,0.1783,6.3075,,13.1616,0.0002,0.0002,0.3111,7.2373,,31.2703,,32.7145,607.966,89.1385,,742.406
197,1.4359,2.1986,7.8199,0.5934,6.9017,0.2171,6.3878,,13.5105,0.0001,0.0002,0.3345,7.2298,,31.6988,,33.1436,603.889,84.4185,,734.272
198,1.4486,2.2973,8.1213,0.9199,4.9666,0.2657,5.7733,,11.0124,0.0002,0.0003,0.3275,7.2355,,29.9437,,31.401,610.741,84.5445,,739.573
199,1.4375,2.0961,7.8154,0.5977,6.8995,0.2278,6.3616,,13.4972,0.0002,0.0002,0.3136,7.2389,,31.5817,,33.0279,608.484,84.5137,,738.734
200,1.2876,1.7501,7.8844,0.7093,4.8768,0.2099,6.2911,,11.3857,0.0003,0.0002,0.3704,7.2495,,29.3607,,30.6585,603.298,84.2661,,728.618
201,1.4297,2.1608,7.8225,0.5967,6.8911,0.2258,6.3626,,13.4889,0.0002,0.0003,0.3148,7.2673,,31.6686,,33.1085,611.209,84.2491,,741.155
202,1.4342,2.4126,8.0105,0.6774,4.8052,0.2705,6.131,,11.2113,0.0002,0.0002,0.3141,7.2326,,29.8783,,31.3221,609.907,84.5394,,738.519
203,1.4073,2.2612,7.9015,0.6772,6.9415,0.198,6.4667,,13.6151,0.0002,0.0003,0.3145,7.2495,,32.0416,,33.4582,606.316,84.7399,,737.176
204,1.4562,2.3598,8.0249,0.6758,4.9549,0.1998,6.2248,,11.3881,0.0003,0.0003,0.3164,7.2387,,30.0302,,31.495,613.646,84.8223,,742.76
205,1.4587,2.2441,7.9328,0.6276,7.0121,0.208,6.4834,,13.714,0.0003,0.0003,0.3537,7.2484,,32.1446,,33.6126,609.495,84.7031,,740.757
206,1.4333,2.2408,7.9472,0.6254,7.0215,0.1978,6.4661,,13.6962,0.0003,0.0002,0.3235,7.244,,32.0997,,33.5415,611.077,84.772,,742.1
207,1.4516,2.4304,8.06,0.6971,4.9927,0.1953,6.2301,,11.4232,0.0002,0.0005,0.3191,7.2459,,30.2072,,31.6692,606.918,84.9028,,736.376
208,1.287,1.6318,7.8202,0.9215,4.7848,0.2093,6.362,,11.3605,0.0003,0.0003,0.3539,7.2517,,29.3529,,30.65,609.876,84.6094,,735.586
209,1.4426,2.1573,7.7629,0.5939,6.9003,0.2077,6.4032,,13.5163,0.0002,0.0003,0.3141,7.2646,,31.6291,,33.0814,607.835,92.2437,,745.98
210,1.4375,2.3995,8.0584,0.7307,5.1496,0.1944,6.2398,,11.5875,0.0002,0.0002,0.3146,7.2531,,30.3631,,31.8102,607.669,84.6137,,736.926
211,1.4217,2.1623,7.7885,0.5936,6.8762,0.1881,6.4212,,13.4902,0.0002,0.0003,0.3181,7.2521,,31.627,,33.0583,613.565,84.711,,744.022
212,1.4427,2.139,7.8276,0.5995,6.8726,0.1996,6.394,,13.4763,0.0003,0.0003,0.3174,7.2777,,31.6616,,33.1151,614.494,84.7775,,745.172
213,1.4456,2.4011,8.0024,0.8955,4.8864,0.1875,6.3278,,11.4056,0.0003,0.0005,0.3121,7.2926,,30.3283,,31.7844,610.739,84.8287,,740.205
214,1.4682,2.1106,7.772,0.6102,6.9626,0.2046,6.4618,,13.6382,0.0003,0.0002,0.3137,7.2576,,31.7338,,33.212,610.008,85.0225,,741.265
215,1.4387,2.3514,8.0494,0.6794,4.934,0.2708,6.2745,,11.4898,0.0003,0.0002,0.3255,7.2606,,30.1865,,31.6329,616.771,85.2041,,746.325
216,1.291,1.637,7.7827,0.9457,4.9123,0.2323,6.4231,,11.5707,0.0001,0.0001,0.3644,7.2628,,29.5729,,30.8734,607.465,84.8454,,733.627
217,1.4199,2.0978,7.7649,0.6026,6.8923,0.2568,6.43,,13.589,0.0003,0.0003,0.3214,7.263,,31.6676,,33.0976,621.423,87.0161,,754.184
218,1.4079,2.2441,7.8788,0.8614,5.0713,0.1513,6.283,,11.5121,0.0002,0.0002,0.3235,7.2534,,30.0909,,31.5085,617.182,85.2243,,746.528
219,1.4321,2.2296,7.7424,0.5711,6.8757,0.183,6.3733,,13.4359,0.0002,0.0002,0.3161,7.2575,,31.5714,,33.0161,612.517,85.0446,,743.414
220,1.4313,2.428,8.1179,0.8776,4.9308,0.1935,5.9306,,11.0598,0.0004,0.0002,0.3134,7.2613,,30.0772,,31.5189,610.607,85.2907,,740.071
221,1.4255,2.2892,7.8308,0.6063,7.0259,0.1874,6.4428,,13.6604,0.0002,0.0003,0.3146,7.2569,,31.9743,,33.4095,617.955,85.0332,,749.082
222,1.4206,2.2715,7.745,0.581,6.9183,0.1783,6.3698,,13.47,0.0002,0.0002,0.3176,7.2645,,31.6707,,33.1011,618.269,85.1992,,749.186
223,1.4215,2.3328,7.9874,0.7065,4.8721,0.2003,6.251,,11.3306,0.0002,0.0003,0.3139,7.263,,29.9588,,31.3931,618.807,85.2267,,748.078
224,1.2897,1.7179,7.8525,0.9675,4.9911,0.2162,6.4775,,11.6877,0.0002,0.0002,0.3685,7.2838,,29.8919,,31.1916,611.902,85.1099,,738.712
225,1.4431,2.2217,7.8897,0.6331,7.0732,0.2805,6.4877,,13.8526,0.0002,0.0003,0.3247,7.2664,,32.213,,33.7155,617.974,85.6608,,750.192
226,1.4293,2.3438,7.8656,0.6274,7.0558,0.2508,6.4738,,13.7907,0.0003,0.0002,0.3147,7.2686,,32.2356,,33.6748,616.539,85.1646,,748.072
227,1.4257,2.232,7.9256,0.9143,4.934,0.1951,6.3312,,11.4689,0.0002,0.0003,0.3224,7.2683,,30.1539,,31.5886,608.461,85.2039,,738.046
228,1.4722,2.146,7.7986,0.6156,7.1204,0.2608,6.5309,,13.9239,0.0003,0.0003,0.324,7.2809,,32.1153,,33.5983,616.316,85.0583,,747.894
229,1.4225,2.2739,7.8626,0.6488,7.1104,0.198,6.5411,,13.86,0.0002,0.0002,0.3211,7.2676,,32.2555,,33.6873,617.943,85.5726,,749.889
230,1.4443,2.3887,8.0568,0.6777,5.0761,0.2091,6.2633,,11.5606,0.0003,0.0003,0.3245,7.2774,,30.3083,,31.7617,611.313,92.5594,,748.439
231,1.4264,2.1139,7.7791,0.6127,6.9412,0.2505,6.4526,,13.6522,0.0002,0.0004,0.3171,7.267,,31.7661,,33.2017,611.355,85.917,,743.097
232,1.2945,1.6331,7.7951,1.0426,4.945,0.2411,6.3438,,11.5399,0.0003,0.0002,0.3648,7.2778,,29.6635,,30.9678,615.471,85.1293,,742.088
233,1.4448,2.3235,7.8448,0.6185,7.0106,0.2089,6.5329,,13.7618,0.0003,0.0003,0.325,7.2777,,32.1748,,33.6267,610.381,89.8692,,746.657
234,1.4269,2.375,8.016,0.662,4.9099,0.2145,6.305,,11.4417,0.0003,0.0002,0.3133,7.2761,,30.1052,,31.542,611.879,85.1649,,741.24
235,1.4275,2.1822,7.8216,0.749,7.049,0.1728,6.5049,,13.7306,0.0001,0.0003,0.3132,7.2878,,32.11,,33.5463,619.663,85.3806,,751.437
236,1.4673,2.3341,7.9563,0.6616,7.2074,0.2034,6.5885,,14.0098,0.0003,0.0003,0.3256,7.2739,,32.5871,,34.0646,614.531,85.3698,,746.971
237,1.4399,2.4395,8.094,0.666,5.1311,0.2075,6.3293,,11.6767,0.0002,0.0002,0.3237,7.2783,,30.5088,,31.9602,613.887,88.0105,,746.695
238,1.4306,2.3435,7.8171,0.5987,7.0495,0.2598,6.5034,,13.8213,0.0003,0.0001,0.3237,7.2772,,32.2105,,33.6509,610.601,85.1708,,742.171
239,1.4171,2.2237,7.8168,0.6123,7.1097,0.1923,6.53,,13.8414,0.0003,0.0003,0.3256,7.2807,,32.1283,,33.5545,613.894,85.2656,,745.344
240,1.2881,1.6301,7.8373,0.6904,5.1005,0.1946,6.4337,,11.7334,0.0002,0.0003,0.3529,7.2842,,29.5417,,30.8399,609.138,85.1557,,735.529
241,1.4272,2.3077,7.8948,0.62,7.1613,0.195,6.5352,,13.9019,0.0003,0.0002,0.3253,7.2768,,32.3516,,33.7892,612.986,85.3111,,744.662
242,1.4329,2.2828,7.9373,0.9092,5.141,0.2054,6.3711,,11.7258,0.0003,0.0005,0.3535,7.2773,,30.5096,,31.9516,616.053,85.5327,,746.291
243,1.4448,2.3404,7.8357,0.6157,7.0603,0.2119,6.5142,,13.796,0.0003,0.0003,0.3231,7.2783,,32.2128,,33.6678,616.369,85.5016,,748.347
244,1.4437,2.3686,8.0474,0.6912,5.0449,0.2058,6.2492,,11.5094,0.0003,0.0002,0.3157,7.278,,30.235,,31.6885,610.262,85.5068,,740.27
245,1.4716,2.1532,7.8207,0.6789,7.0575,0.2174,6.528,,13.814,0.0003,0.0003,0.3261,7.2756,,32.0948,,33.576,613.886,85.6807,,746.141
246,1.451,2.3581,7.9681,0.9406,5.1617,0.2017,6.3748,,11.7484,0.0002,0.0004,0.3174,7.2756,,30.6308,,32.0912,615.77,85.2929,,746.078
247,1.4271,2.2988,7.8967,0.6859,7.1385,0.1872,6.4916,,13.8257,0.0003,0.0002,0.3232,7.2693,,32.3238,,33.7618,611.916,85.2648,,743.635
248,1.2951,1.7104,7.9444,0.78,5.7129,0.2118,6.4544,,12.3867,0.0003,0.0002,0.3736,7.2935,,30.4987,,31.8038,611.08,85.2223,,738.65
249,1.4112,2.3189,7.8497,0.599,7.134,0.2158,6.5199,,13.8735,0.0002,0.0002,0.3084,7.2687,,32.2362,,33.6576,613.942,85.3585,,745.577
250,1.4292,2.1615,7.7594,0.593,7.0662,0.2444,6.4665,,13.7855,0.0004,0.0002,0.3211,7.2705,,31.913,,33.3519,609.418,88.8566,,744.43
251,1.4397,2.3887,8.0588,0.6784,5.0263,0.2541,6.2816,,11.5719,0.0003,0.0003,0.325,7.2771,,30.3234,,31.7729,609.787,85.5419,,739.781
252,1.4441,2.3163,7.8841,0.6691,7.1891,0.1978,6.5735,,13.969,0.0002,0.0003,0.3125,7.2796,,32.4566,,33.912,618.573,85.5159,,750.792
253,1.4335,2.3388,8.0118,0.6901,4.996,0.1863,6.459,,11.6451,0.0002,0.0001,0.314,7.2761,,30.2936,,31.7372,613.548,85.357,,743.358
254,1.4635,2.1338,7.7773,0.6734,7.0656,0.145,6.5364,,13.7546,0.0003,0.0002,0.3247,7.279,,31.9725,,33.4462,610.439,91.5638,,748.421
255,1.435,2.106,7.8103,0.5935,7.0932,0.2042,6.5273,,13.8357,0.0003,0.0002,0.3158,7.281,,31.9632,,33.4061,613.183,85.6671,,744.993
256,1.2859,1.6114,7.7538,1.0043,5.1019,0.1974,6.0276,,11.3315,0.0002,0.0002,0.3486,7.2892,,29.3533,,30.6503,611.487,84.883,,737.482
257,1.4311,2.2277,7.7655,0.5961,7.0463,0.2582,6.5068,,13.815,0.0002,0.0003,0.31,7.2754,,32.0073,,33.4482,609.685,85.2195,,741.079
